"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr12-120397591-120398919",0.506602718778872,-0.347248447858739,0.36,0.388,1
"chr22-30326266-30327588",0.506745691605069,-0.222797177817687,0.408,0.471,1
"chr16-695064-696257",0.506777500095754,-0.378753495763063,0.248,0.316,1
"chr11-66842695-66844036",0.506839975270528,-0.302092793078937,0.316,0.342,1
"chr20-20010663-20011195",0.507132708268309,-0.334915828336576,0.16,0.107,1
"chr10-117373488-117376827",0.507375143369937,-0.252652562041242,0.568,0.554,1
"chr4-53653353-53653941",0.507692552586428,-0.276624906833483,0.156,0.123,1
"chr2-127128363-127128988",0.507698677896434,0.0229755947542984,0.204,0.184,1
"chr11-72725129-72725662",0.507815532669533,-0.499352866976227,0.076,0.105,1
"chr15-83010771-83012193",0.507844460133929,-0.125136603561227,0.344,0.349,1
"chr10-51699021-51700435",0.507990646413019,-0.161725155626528,0.352,0.33,1
"chrX-130401468-130402389",0.508094406881162,-0.168120329044529,0.172,0.211,1
"chr15-74127439-74129045",0.508098061681804,-0.408515948240853,0.128,0.165,1
"chr15-43184883-43186361",0.508197078981666,-0.362439803271456,0.4,0.431,1
"chr14-34461521-34463082",0.508289970862422,-0.0417417730885368,0.532,0.52,1
"chr10-100009233-100010709",0.508335464770604,-0.307684733105143,0.308,0.387,1
"chr19-48414470-48415836",0.508379463266448,-0.456834228512781,0.116,0.155,1
"chr9-113591595-113592103",0.508401610063277,-0.315416917818825,0.108,0.123,1
"chr14-103546576-103547385",0.508587305917989,-0.215027471933336,0.128,0.153,1
"chr1-215566969-215568635",0.508627273986296,-0.190256068698062,0.324,0.32,1
"chr11-61679381-61680878",0.508793492665698,-0.0146879525487809,0.248,0.222,1
"chr12-52865243-52865760",0.508858159018238,-0.432640497026635,0.096,0.12,1
"chr16-46392869-46396674",0.508954444521268,-0.0193918399592468,0.172,0.119,1
"chr13-98842829-98843292",0.508974976585074,0.0288723797507506,0.092,0.104,1
"chr17-7213781-7215871",0.509499941753186,-0.239085412669226,0.592,0.623,1
"chr16-68446968-68449200",0.509624355596106,-0.340701036009528,0.556,0.596,1
"chr1-145720754-145721761",0.509696744698212,-0.512792316397182,0.116,0.153,1
"chr2-54115126-54116302",0.509736841027298,-0.355297422398644,0.308,0.35,1
"chr15-63473923-63475348",0.509815281835291,-0.635069804585574,0.16,0.231,1
"chr11-57482681-57483460",0.509833499811854,-0.0922096884086951,0.144,0.147,1
"chr13-27022490-27023166",0.50994214796727,-0.0439140248830221,0.16,0.129,1
"chr15-70762497-70764107",0.509970176346953,-0.0948336549616558,0.388,0.399,1
"chr5-168159370-168159855",0.510272072512058,0.0888696096870334,0.204,0.184,1
"chr1-11059418-11061394",0.510458030086405,-0.362481764846107,0.344,0.409,1
"chr19-1929082-1930080",0.510682379909644,-0.492714657977697,0.124,0.175,1
"chr3-58584623-58585817",0.510973271031872,-0.208038257934717,0.228,0.248,1
"chr2-206764845-206766135",0.511104243486744,-0.290469076385651,0.3,0.357,1
"chr1-201982145-201983685",0.511946936717518,-0.329887306200978,0.328,0.399,1
"chr19-57947260-57948149",0.511985306376229,-0.0629926579821155,0.3,0.318,1
"chr1-28552341-28553901",0.512148424789134,-0.147215629513496,0.396,0.42,1
"chr19-11535826-11536489",0.512272384936948,-0.516499397513981,0.12,0.164,1
"chr1-197902207-197903411",0.512387939195852,-0.366759128238167,0.376,0.408,1
"chr5-120457765-120458684",0.512397414837053,-0.284152680020632,0.308,0.363,1
"chr1-169367342-169368797",0.512492865411802,-0.342244864839503,0.384,0.44,1
"chr1-3899657-3903660",0.512615291475789,-0.258260301936636,0.648,0.718,1
"chr16-3879409-3881348",0.512692834214697,-0.300988846138111,0.34,0.421,1
"chr2-171687061-171688489",0.51318170091738,-0.143153594498867,0.284,0.321,1
"chr21-45820480-45820985",0.513236192105031,-0.130074920040897,0.104,0.121,1
"chr17-1107188-1111996",0.51332495738074,-0.262624072290017,0.468,0.452,1
"chr15-34318438-34319360",0.513337607614262,-0.51025804559312,0.096,0.129,1
"chr1-58903226-58904435",0.513471842635894,-0.391965354325557,0.34,0.407,1
"chr2-131153900-131154565",0.51353175304768,-0.682281359803962,0.08,0.126,1
"chr11-17077077-17078523",0.513550504974518,-0.250888441244275,0.38,0.43,1
"chr13-20163313-20163808",0.513569891938475,0.0180386033094095,0.136,0.137,1
"chr22-46915265-46916453",0.513572594845058,-0.768586316288736,0.128,0.156,1
"chr20-3238266-3240261",0.513611412043153,0.178890564265124,0.156,0.138,1
"chr10-46282574-46283433",0.513618443898501,-0.374129081328774,0.12,0.163,1
"chr3-32684606-32685826",0.513629393747469,-0.139224588143963,0.456,0.435,1
"chr16-58128617-58130062",0.513782322038786,-0.335177524456573,0.452,0.537,1
"chr6-33592265-33593682",0.513880213068789,-0.189138712124436,0.072,0.105,1
"chr5-143051309-143052028",0.513937110497072,-0.478740155242151,0.164,0.203,1
"chr16-19717652-19718750",0.513959657773388,-0.0597908711952595,0.232,0.237,1
"chr3-66220483-66221464",0.514180729238569,-0.327854065718463,0.392,0.428,1
"chr14-69726610-69727420",0.51426547591724,-0.21577150954118,0.164,0.207,1
"chr1-62435768-62437845",0.514310361413787,-0.138333850677785,0.58,0.615,1
"chr3-101561390-101562295",0.51434333054902,-0.0276374619834792,0.172,0.179,1
"chr1-220093748-220094817",0.514348063599305,-0.10115685346269,0.32,0.348,1
"chr3-39383059-39384697",0.514357806121464,-0.105459650892887,0.472,0.488,1
"chr17-81733656-81734714",0.514423499969685,-0.357696725753981,0.172,0.242,1
"chr13-71879110-71879632",0.514488821133463,-0.0807723542477961,0.108,0.093,1
"chr17-75601170-75601813",0.514548139923113,-0.582052909244233,0.1,0.135,1
"chr16-70298874-70299941",0.514713805018319,-0.206747064866753,0.264,0.285,1
"chr22-37043650-37044466",0.514837588167215,-0.647352204284251,0.12,0.167,1
"chr18-76525169-76525721",0.514995729550986,0.17085160872407,0.168,0.116,1
"chr3-197456146-197457038",0.515281327812497,-0.396907839040664,0.116,0.162,1
"chr17-76353105-76354613",0.515414170353099,-0.213357891981083,0.368,0.41,1
"chr4-7802060-7802539",0.515432104211228,0.0625718065490282,0.116,0.112,1
"chr22-36856234-36856821",0.515447931123907,-0.599398624960672,0.088,0.119,1
"chr19-57487400-57488152",0.515469101809615,-0.00160207886309655,0.28,0.297,1
"chr1-146376230-146378211",0.515482530494995,-0.320287478053228,0.244,0.323,1
"chr11-119315016-119317730",0.515500528737361,0.0622235580222654,0.148,0.122,1
"chr6-31137384-31137912",0.5155729240579,-0.604546651247528,0.072,0.101,1
"chr12-121443130-121443830",0.515589759538608,-0.418418763431621,0.136,0.167,1
"chr1-205630839-205632585",0.515664694836111,-0.352132215835733,0.464,0.529,1
"chr17-13024404-13024883",0.51592359595198,-0.375424646455404,0.092,0.118,1
"chr9-113654606-113655827",0.516059850040394,0.118945960060303,0.112,0.112,1
"chr16-58024503-58028949",0.516074917079712,-0.311192028419443,0.452,0.427,1
"chr2-205902068-205902810",0.516223382704761,0.0533903948173744,0.172,0.145,1
"chr1-159945373-159946479",0.516312954649047,-0.491574241316842,0.272,0.295,1
"chr18-37537808-37538313",0.51634835559931,0.162074619552741,0.112,0.107,1
"chr11-60905631-60907227",0.516374346602181,-0.303532069996691,0.348,0.413,1
"chr11-77994087-77995461",0.516444962578254,-0.2668652030096,0.528,0.602,1
"chr11-108008550-108009892",0.516472540735633,-0.282940688987445,0.312,0.374,1
"chr9-37650592-37651424",0.516608816114406,-0.352071359657517,0.188,0.233,1
"chr12-108565916-108566457",0.51664972353452,-0.230079456411628,0.164,0.164,1
"chr19-18847103-18847647",0.516707259570889,-0.252797546182093,0.112,0.148,1
"chr5-1799115-1801867",0.51691786429947,-0.328525462907777,0.448,0.504,1
"chr1-150255305-150256335",0.516998958395536,-0.509265065114875,0.068,0.115,1
"chr22-32411712-32412696",0.517136526365967,-0.0973819906170346,0.124,0.138,1
"chr16-67546877-67548780",0.517172126462112,0.26202414453272,0.104,0.117,1
"chr9-82961482-82961925",0.517218410534552,-0.370577680894515,0.092,0.118,1
"chr1-24847809-24849030",0.517546427299011,0.0706684104690618,0.148,0.162,1
"chr11-121023670-121025390",0.517610234582428,-0.403865637445028,0.204,0.256,1
"chr17-74831396-74832903",0.518336747773727,-0.130854247187618,0.268,0.259,1
"chr11-110429500-110431568",0.518425603453623,-0.413087415109963,0.328,0.407,1
"chr3-126654485-126655426",0.51842610498011,-0.346781176868653,0.256,0.303,1
"chr10-15208233-15210293",0.518435848007853,0.107805241746365,0.1,0.092,1
"chr15-41543818-41544751",0.518596255918516,-0.547473190079598,0.196,0.244,1
"chr19-44611689-44612389",0.518676432954632,-0.0738038618269748,0.316,0.333,1
"chr5-134039389-134040007",0.518697135575835,0.0682362908256249,0.184,0.184,1
"chrX-68827716-68830495",0.518732147884978,-0.16864110858622,0.448,0.504,1
"chr5-135191099-135191825",0.518846912581168,-0.341536416651647,0.204,0.242,1
"chr7-5045386-5046612",0.518922348557123,0.00345223231230371,0.332,0.338,1
"chr8-10332641-10333637",0.518935919997254,-0.618022860103111,0.064,0.102,1
"chr16-30761229-30762732",0.51909643339259,-0.293118055643992,0.388,0.439,1
"chr17-49407787-49408503",0.519144721791478,0.0703875700755401,0.2,0.214,1
"chr11-75248541-75249111",0.519223706494349,-0.344222633944845,0.112,0.143,1
"chr9-133417589-133418523",0.519394395326512,0.127578239448932,0.228,0.229,1
"chr5-135398062-135399795",0.519436839696186,0.0192078898604871,0.348,0.373,1
"chr3-136250035-136251555",0.519590661739138,-0.306871213580711,0.408,0.5,1
"chr1-234326350-234327064",0.519817886552411,-0.0419161434295536,0.092,0.104,1
"chr12-49867049-49867547",0.519965114280078,-0.340717929814146,0.1,0.118,1
"chr15-77604014-77604950",0.520144089155155,-0.232278158378173,0.148,0.146,1
"chr22-38461182-38461963",0.520161310697483,-0.602693367729102,0.108,0.164,1
"chr16-67183292-67184729",0.520285541182825,-0.182023690641373,0.488,0.516,1
"chr1-77681958-77684072",0.520527285522812,-0.294014922926138,0.48,0.556,1
"chr19-57350771-57351697",0.520550066045511,-0.0821327314755551,0.3,0.311,1
"chr1-212485781-212486656",0.520585260964481,-0.383392700306427,0.1,0.12,1
"chr9-130940825-130941524",0.520587194052899,0.0154834993549471,0.212,0.197,1
"chr6-157019207-157022537",0.520698271611527,-0.145316925416327,0.488,0.52,1
"chr1-156748425-156752517",0.520786124004583,-0.191562129490297,0.508,0.525,1
"chr2-229919945-229923161",0.520859554542434,-0.135696190161359,0.524,0.526,1
"chr5-68538656-68539414",0.520866920881425,-0.293422201624806,0.204,0.188,1
"chr12-122526280-122527949",0.520980914026437,-0.318770859818795,0.568,0.636,1
"chr11-118956454-118957011",0.521323530297822,-0.354368358900006,0.112,0.134,1
"chr20-32681162-32681970",0.521352252022908,-0.705456344585988,0.1,0.161,1
"chr22-21952054-21953224",0.521446963816859,-0.418629888909146,0.156,0.201,1
"chr5-177471860-177474433",0.521548576290161,0.0205904136851742,0.272,0.279,1
"chr19-4399088-4400999",0.521600843475861,-0.207804761754114,0.376,0.431,1
"chr1-151346643-151347934",0.521661106408244,-0.111051381475241,0.408,0.432,1
"chr19-342618-345276",0.521722853160369,-0.276089860734971,0.152,0.163,1
"chr14-96501476-96503399",0.521766591187475,-0.204479997257161,0.452,0.534,1
"chr15-41416513-41417830",0.521807389701739,-0.318622137124277,0.3,0.331,1
"chr6-26341501-26342406",0.522407389061781,-0.122385666623241,0.196,0.211,1
"chr5-172563701-172565255",0.522539347752073,-0.393404362373943,0.312,0.384,1
"chr5-97161940-97162384",0.522628808543525,0.104629497055216,0.108,0.092,1
"chr9-33403300-33404340",0.522727836366683,-0.375119657635511,0.096,0.118,1
"chr1-111619266-111621487",0.523163508877613,-0.154277353401413,0.428,0.415,1
"chr16-3716838-3718065",0.523192848152442,-0.404722929152762,0.216,0.28,1
"chr1-165392836-165393523",0.523197425429613,-0.509145080671033,0.104,0.143,1
"chr1-54950394-54951105",0.523524287891884,-0.588743979046441,0.084,0.126,1
"chr12-95918444-95918901",0.523670901482949,-0.0136990384869589,0.12,0.117,1
"chr1-53325610-53329076",0.523771497094601,-0.0441535509774061,0.38,0.38,1
"chr3-50327810-50328727",0.524009234769146,-0.0644083590955842,0.248,0.273,1
"chr11-15208557-15209044",0.52405430885225,-0.163005474391609,0.096,0.105,1
"chr5-77030019-77031188",0.524204142914528,-0.062321562226721,0.368,0.368,1
"chr4-118981751-118982302",0.524341624863842,0.210392264407681,0.104,0.089,1
"chr12-72017013-72017439",0.524524915125137,-0.322597339717047,0.092,0.105,1
"chr2-219248974-219250435",0.524689016007865,-0.13430722077728,0.388,0.378,1
"chr22-37018743-37020316",0.524767530883249,-0.0730565911011982,0.244,0.235,1
"chr4-78058767-78059905",0.524772121286222,0.142699411951797,0.188,0.147,1
"chr12-50109958-50112905",0.524798552473901,-0.205205921332017,0.832,0.844,1
"chr14-81219071-81221868",0.524901089585929,-0.0266763598126267,0.7,0.718,1
"chr7-66681577-66682949",0.524905091821044,0.0110437808795265,0.424,0.421,1
"chr1-109090199-109091420",0.525220054054825,-0.120889332882607,0.316,0.324,1
"chr6-87407548-87409010",0.525272439203145,-0.227897728049584,0.38,0.39,1
"chr3-44509684-44511342",0.52540264953736,-0.309098695302432,0.208,0.237,1
"chr11-45859409-45860206",0.52554774688568,-0.431862047113235,0.128,0.148,1
"chr20-5205342-5205806",0.525558403042712,0.186903347219707,0.104,0.095,1
"chr1-159891469-159892007",0.525647650399855,-0.0461122108406447,0.16,0.152,1
"chr6-26553045-26555542",0.525725735112519,-0.125712838830446,0.288,0.28,1
"chr14-94079859-94081852",0.525792099113577,0.0241126357687875,0.364,0.374,1
"chr8-17699497-17699976",0.525812305658966,-0.675867087659936,0.068,0.11,1
"chr16-11976358-11978075",0.52581751715911,-0.38448009813285,0.2,0.238,1
"chr6-90284164-90287315",0.526158214342116,-0.387459930608885,0.208,0.28,1
"chr15-63093522-63094006",0.526205034561216,0.108373137318024,0.112,0.103,1
"chr22-23128328-23128840",0.526329363157108,-0.497095952623603,0.096,0.114,1
"chr11-33161042-33161980",0.526475810111499,-0.0728413531256535,0.376,0.394,1
"chr14-102076837-102089060",0.526512859816378,-0.191358756545956,0.616,0.667,1
"chr6-79233392-79235112",0.526691711320203,-0.132231793149475,0.5,0.501,1
"chr15-101723099-101724950",0.526843239513892,-0.339657115596883,0.36,0.441,1
"chrX-15674382-15676148",0.526932393172042,-0.243605850236121,0.556,0.633,1
"chr11-63974103-63975218",0.526988657160763,-0.269762254687571,0.368,0.383,1
"chr3-42581400-42582822",0.527419287869349,-0.330098600269254,0.38,0.459,1
"chr5-36138807-36139714",0.527521651731588,-0.256104077831326,0.308,0.325,1
"chr16-74606270-74607691",0.527602973286832,-0.0910714016211904,0.4,0.394,1
"chr9-94941186-94941858",0.527626626841754,-0.0298162912656701,0.196,0.167,1
"chr2-205903689-205904165",0.527698366756482,-0.00564976609853707,0.096,0.101,1
"chr2-25041170-25043217",0.527775854064686,-0.11840773326701,0.52,0.554,1
"chr11-47248370-47249368",0.527880103198272,-0.0917755589424254,0.296,0.297,1
"chr17-29555788-29556299",0.528135037470558,-0.279488785434219,0.2,0.22,1
"chr9-19229731-19232419",0.52836581041069,-0.00628403770954555,0.54,0.518,1
"chr20-22683949-22684462",0.528397210767608,0.092052029109003,0.132,0.116,1
"chr17-39671596-39672558",0.52840455169483,-0.464777292292299,0.144,0.184,1
"chr15-85296466-85297374",0.528435503732644,-0.420031402127322,0.136,0.165,1
"chr19-44770300-44771087",0.528459102731354,0.0486346360864759,0.296,0.305,1
"chr2-241271714-241273344",0.528633114811746,-0.226651821340606,0.176,0.214,1
"chr15-43329542-43331071",0.52880753796018,-0.124197892418793,0.3,0.3,1
"chr15-82919079-82919852",0.529164590704845,-0.338159509857082,0.168,0.169,1
"chr14-88013685-88014147",0.529173718243515,0.197697319288921,0.1,0.09,1
"chr1-23618657-23620829",0.529194240568094,0.13564356401664,0.172,0.181,1
"chr15-89057442-89057934",0.529233800286535,-0.0830109480452492,0.096,0.104,1
"chr7-4931891-4932228",0.529356759617829,0.162074619552741,0.112,0.108,1
"chr17-67374498-67375077",0.529397346404025,0.0999087619330665,0.116,0.108,1
"chrX-54042495-54045279",0.529424882202133,-0.120377271032861,0.616,0.636,1
"chr6-52576265-52577805",0.529516467707275,-0.366418179416562,0.424,0.458,1
"chr10-46911115-46911564",0.529521486431918,-0.164258686598531,0.124,0.118,1
"chr16-4956068-4956599",0.529527606964917,-0.335539457929134,0.156,0.186,1
"chr11-61890441-61892508",0.529532525136081,-0.0658085895348384,0.404,0.378,1
"chr17-42135583-42136131",0.52954018330923,0.00515243610336613,0.152,0.149,1
"chr11-68271068-68272750",0.529551463580408,-0.374192115375521,0.348,0.396,1
"chr11-120324904-120325927",0.529605922109632,-0.186868263952834,0.24,0.228,1
"chr15-67254035-67255253",0.52964456395435,-0.297806951400166,0.364,0.428,1
"chr16-56681757-56683132",0.529779797101848,-0.389357573656764,0.264,0.33,1
"chr9-19925908-19926607",0.529819908701538,0.0741519884213311,0.212,0.203,1
"chr22-42437369-42440244",0.529891347441764,-0.349505435987675,0.148,0.189,1
"chr8-12658787-12659789",0.530102159168897,-0.403688486884708,0.212,0.286,1
"chr15-52651840-52652351",0.530444115222753,0.0172197263706457,0.128,0.122,1
"chr1-27671781-27672750",0.53047246873824,-0.137881086411667,0.3,0.319,1
"chr5-1385429-1387246",0.530488850412813,-0.250768302216511,0.348,0.426,1
"chr3-127542028-127543157",0.530518481542951,-0.0789296723921903,0.472,0.461,1
"chr1-234522417-234524054",0.53055658107347,-0.316125849620289,0.3,0.316,1
"chr2-65129083-65131094",0.53057733801546,-0.22781801285073,0.544,0.599,1
"chr22-50200104-50201983",0.530659035006734,-0.395159330426488,0.3,0.358,1
"chr16-70523015-70524998",0.531031822079706,-0.11654399094472,0.268,0.278,1
"chr2-241636276-241638291",0.531106433348645,-0.256276558978688,0.372,0.438,1
"chr6-35522730-35523486",0.531359061788856,-0.558684997610486,0.156,0.201,1
"chr15-57591516-57592231",0.531551812132574,-0.171118482219027,0.124,0.129,1
"chr19-45059379-45059909",0.531704371273276,0.137769875850949,0.124,0.112,1
"chr7-153886013-153888497",0.531747628719028,-0.145213132304029,0.492,0.527,1
"chr17-7403332-7405881",0.531848701338004,-0.169895107815286,0.584,0.629,1
"chr22-45262852-45264193",0.531975454429966,0.0287642742107503,0.16,0.163,1
"chr14-50667156-50668975",0.53199394319495,0.00798940846373643,0.392,0.369,1
"chr2-64749454-64752252",0.532001124283153,-0.223319369618434,0.636,0.702,1
"chr14-103333189-103335581",0.53202452342163,-0.11598855605624,0.604,0.692,1
"chr11-65095783-65096968",0.532349999304015,-0.138202624324263,0.336,0.374,1
"chr9-89310149-89312551",0.532385449829997,-0.2062396738285,0.62,0.706,1
"chr3-51681350-51682553",0.532389323087967,0.147981221195903,0.112,0.101,1
"chr17-10697065-10698838",0.532478375477729,-0.312330692586084,0.292,0.338,1
"chr17-60134743-60136034",0.532541496794017,0.0230866567118556,0.328,0.319,1
"chr16-29862467-29863935",0.532638236316939,-0.11975817214359,0.384,0.43,1
"chr22-40950470-40952208",0.532747201291147,-0.248574817821974,0.568,0.599,1
"chr3-44624633-44625636",0.532932953294452,-0.233892452799406,0.196,0.226,1
"chrX-13688383-13689848",0.532933788640651,-0.101190000410487,0.348,0.374,1
"chr9-77433626-77434308",0.532935200257607,-0.471651497696711,0.128,0.165,1
"chr22-31561200-31561703",0.532963218326931,-0.0885850348039403,0.168,0.172,1
"chr18-45879898-45880408",0.533114013845294,-0.203626756922481,0.112,0.133,1
"chr19-39996367-39997667",0.533211424072536,-0.0333988591173501,0.3,0.313,1
"chr12-52004061-52004471",0.53330448036431,-0.395335434604713,0.076,0.104,1
"chr15-88546042-88547040",0.533318352538868,-0.215451990303571,0.4,0.404,1
"chr2-174341436-174342783",0.533522131732094,-0.0185457839135514,0.104,0.107,1
"chr2-27217074-27218051",0.53355126062978,-0.385298092138344,0.152,0.194,1
"chrX-53434013-53434798",0.533613160018365,-0.023173503351661,0.236,0.247,1
"chr2-71226264-71227833",0.53365631099462,-0.0847836148273812,0.532,0.58,1
"chr11-73779060-73780098",0.533873304601881,-0.135578217158464,0.456,0.454,1
"chrX-106998892-107000595",0.533888353724249,-0.134845653669701,0.4,0.407,1
"chr22-39519232-39521396",0.533994928130623,-0.244743343995826,0.46,0.523,1
"chr1-224615861-224616616",0.534153551547097,-0.562924164189905,0.108,0.149,1
"chr16-68079336-68080471",0.534161671876028,-0.276044764119536,0.12,0.132,1
"chr4-143335629-143338108",0.534314241267211,-0.0933046944607892,0.44,0.479,1
"chr16-57091507-57093235",0.53462598506515,-0.380734641176508,0.164,0.227,1
"chr22-20951875-20953264",0.534730876351731,-0.762594756220703,0.184,0.217,1
"chr1-44786012-44786912",0.534872982524329,-0.155314102092784,0.148,0.168,1
"chr1-28647822-28649473",0.535256409202283,-0.255188625450309,0.348,0.371,1
"chr8-99892932-99894104",0.535450548836466,-0.533824075261688,0.2,0.264,1
"chr6-109094029-109095987",0.535524868611529,-0.229127936295709,0.696,0.678,1
"chr2-70070570-70071324",0.535554278145389,-0.00744371513135378,0.156,0.153,1
"chr16-1474615-1475604",0.535567703537114,-0.0715990289186663,0.156,0.168,1
"chr18-48649123-48649689",0.535638739984678,-0.71341772777976,0.132,0.164,1
"chr11-93661246-93662409",0.535670370375861,-0.0624706790489525,0.316,0.302,1
"chr17-44110758-44111716",0.53569928710464,-0.147957336737361,0.288,0.323,1
"chr19-19532126-19532830",0.535738685388463,0.0971751764661097,0.156,0.141,1
"chr10-49407494-49408005",0.535768120618326,-0.512145219875204,0.068,0.101,1
"chr15-84955282-84955808",0.53580947568871,-0.558826034939565,0.088,0.112,1
"chr15-40952740-40953866",0.535931364628233,-0.301615325310372,0.332,0.391,1
"chr7-831634-832829",0.535951709698119,-0.0945388495629165,0.152,0.151,1
"chr1-109773549-109774119",0.536206957791881,-0.444120427352873,0.128,0.159,1
"chr12-125094658-125095834",0.536233346856568,-0.45653779832744,0.364,0.419,1
"chr19-43525178-43528322",0.536453362185478,-0.0771920285955965,0.312,0.308,1
"chr11-12692543-12694360",0.536711213900428,-0.526828035188877,0.196,0.202,1
"chr8-85106531-85108010",0.536995560975895,-0.40781965040627,0.304,0.368,1
"chr1-156572324-156572894",0.537093885902972,-0.191310431265369,0.14,0.157,1
"chr15-48975601-48976435",0.537355376741246,-0.384764582344514,0.176,0.203,1
"chr14-103518122-103523203",0.537376027931642,-0.1555807320061,0.588,0.624,1
"chr16-56729586-56730707",0.537440403083118,-0.340320092501324,0.272,0.326,1
"chrX-15714461-15714955",0.537481121311448,-0.641427947706859,0.12,0.126,1
"chr14-50396118-50397766",0.537576691547711,-0.0120968230491737,0.364,0.366,1
"chr12-132686818-132688166",0.537592764688701,-0.200676429419023,0.528,0.534,1
"chr1-181038347-181038875",0.537677056895055,-0.377856453765313,0.092,0.127,1
"chr17-40026804-40027444",0.5377197786876,0.192232881470148,0.116,0.115,1
"chr14-68569659-68570481",0.537825505682594,-0.315575950852875,0.172,0.167,1
"chr19-52189164-52190942",0.537852402462657,-0.172117133813413,0.704,0.723,1
"chr17-81976596-81978314",0.538062287448408,-0.194761815916159,0.42,0.457,1
"chr9-39809372-39810142",0.538106485558704,-0.757360374327005,0.072,0.107,1
"chr7-47500023-47500614",0.53815661693907,-0.428618815876427,0.128,0.191,1
"chr19-14148036-14148754",0.538229828600673,-0.361505235341886,0.132,0.152,1
"chrX-72126368-72127025",0.538449882059469,-0.0544284166686013,0.128,0.149,1
"chr14-70808038-70810326",0.538799283030918,-0.162469416203375,0.632,0.686,1
"chr1-112501741-112502507",0.538813423699893,-0.105328787871323,0.136,0.151,1
"chr11-119362610-119365495",0.53884370092531,-0.509770736618294,0.192,0.198,1
"chr10-75407935-75410358",0.53895754248313,-0.279709619409359,0.296,0.325,1
"chr3-49028801-49029806",0.53895797743216,-0.0965918741680915,0.276,0.278,1
"chr1-156858856-156861177",0.539031535428045,0.0417145719593788,0.148,0.136,1
"chr3-112642826-112644568",0.539088739638696,0.137999949683928,0.116,0.11,1
"chr17-35063238-35064218",0.539094526707603,0.0607749552399535,0.184,0.188,1
"chr6-122491895-122492347",0.539186487653859,-0.350234385152869,0.08,0.102,1
"chr3-46628949-46630389",0.53926685794434,-0.371580393735353,0.212,0.254,1
"chr9-117644612-117645274",0.539440589178606,0.0176249907276271,0.104,0.112,1
"chr2-241665380-241665840",0.539689558210909,-0.0196430964477594,0.1,0.081,1
"chr18-77067165-77069153",0.539721062019821,-0.48307742303216,0.16,0.2,1
"chr3-63993557-63994041",0.539722923963748,-0.120918879679466,0.112,0.109,1
"chr1-18480388-18482005",0.539788873791581,-0.473785599477707,0.212,0.245,1
"chr21-44299213-44301053",0.539929103099061,-0.431353141829523,0.252,0.295,1
"chr1-77978028-77980226",0.539941435924866,-0.0936246720457333,0.488,0.494,1
"chr2-178112066-178113255",0.540000963196147,-0.362654159436709,0.316,0.346,1
"chr11-64240009-64242790",0.540194990399655,-0.272357748533825,0.644,0.67,1
"chr1-205343324-205344693",0.540196694214999,-0.530635306849114,0.112,0.159,1
"chr9-93159872-93160396",0.540590286389101,-0.341533595366078,0.152,0.188,1
"chr16-28553634-28554609",0.54061422701341,-0.453462420254516,0.236,0.286,1
"chr22-41688017-41689370",0.540679248536903,-0.393371358279513,0.244,0.295,1
"chr22-38754042-38757323",0.540681685735594,-0.165770167913401,0.468,0.468,1
"chr15-82262004-82263707",0.540681786099234,-0.427216179058321,0.352,0.403,1
"chr12-55817139-55818678",0.540684027067743,-0.0803815208393115,0.672,0.724,1
"chr10-117004385-117005858",0.540983918268994,-0.402416433230673,0.3,0.382,1
"chr17-43720149-43721226",0.541443753564572,0.0389762842318824,0.2,0.189,1
"chr1-58884904-58886431",0.541524446430935,-0.495417800682038,0.24,0.245,1
"chr15-40768787-40770804",0.541599214166463,-0.263158430302282,0.148,0.17,1
"chr16-75471694-75472174",0.541753371885563,-0.458296826421929,0.068,0.1,1
"chr1-70353690-70355289",0.542016548879804,-0.0889126403831943,0.348,0.382,1
"chr9-100098058-100100039",0.542069927226557,-0.123301662660834,0.708,0.713,1
"chr12-57452160-57453323",0.542120085571665,-0.457881864263058,0.176,0.198,1
"chr22-38843149-38845468",0.542224737740087,-0.511205704195175,0.264,0.295,1
"chr6-132400717-132401811",0.542343555701572,-0.219642217760172,0.104,0.13,1
"chr21-42558849-42560525",0.542462375959091,-0.484017634073742,0.148,0.142,1
"chr16-89686349-89687866",0.542580138976034,-0.389497837835687,0.396,0.466,1
"chr6-6856438-6857568",0.542587817921682,0.0225095438104272,0.156,0.164,1
"chr2-96773792-96774796",0.542589422781255,0.0513091849569505,0.128,0.122,1
"chr2-101831211-101831710",0.542609818373609,-0.0853013756859049,0.104,0.109,1
"chr6-29847960-29848463",0.542722445177723,-0.388078430778636,0.092,0.125,1
"chr3-13657762-13658269",0.542742797371244,-0.514452580941944,0.064,0.101,1
"chr2-41840503-41841678",0.542749350863283,-0.13922447338306,0.416,0.428,1
"chr3-119463113-119464348",0.542811685658874,-0.011460001639196,0.336,0.348,1
"chr2-238202861-238204657",0.542863816376714,-0.107234351376916,0.344,0.344,1
"chrX-119502612-119503846",0.542997541334549,-0.299169139528652,0.172,0.2,1
"chr16-88810875-88813017",0.543041999472199,-0.144067885502558,0.32,0.315,1
"chr6-42047948-42051199",0.543123126980689,-0.33722808549375,0.412,0.492,1
"chr17-7241667-7243535",0.543151043241384,-0.266973046870406,0.456,0.503,1
"chr12-52327394-52328143",0.543248172030009,-0.10405146672142,0.152,0.178,1
